,Date,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Dew_PointC,MeanDew_PointC,Min_DewpointC,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressurehPa,Mean_Sea_Level_PressurehPa,Min_Sea_Level_PressurehPa,Max_VisibilityKm,Mean_VisibilityKm,Min_VisibilitykM,Max_Wind_SpeedKm_h,Mean_Wind_SpeedKm_h,Max_Gust_SpeedKm_h,Precipitationmm,CloudCover,Events,WindDirDegrees,State
241,2013-08-30,26,18,11,14,12,7,100,59,21,1022,1020,1019,31.0,17.0,8.0,11,5,,0.0,8.0,,215,RP
242,2013-08-31,23,18,12,15,13,11,94,67,36,1023,1021,1020,27.0,12.0,5.0,21,8,,0.0,6.0,Rain,255,RP
243,2013-09-01,19,16,12,16,8,4,94,56,28,1027,1026,1023,29.0,15.0,10.0,21,11,,0.0,5.0,,347,RP
244,2013-09-02,24,18,12,11,8,3,82,50,18,1027,1025,1024,31.0,31.0,31.0,21,10,,0.0,8.0,,247,RP
245,2013-09-03,26,19,12,14,12,10,82,58,31,1028,1027,1025,31.0,19.0,10.0,14,6,,0.0,2.0,,15,RP
246,2013-09-04,29,21,13,15,13,11,94,56,23,1026,1022,1019,31.0,24.0,18.0,11,6,,0.0,8.0,,78,RP
247,2013-09-05,31,22,13,15,13,9,94,51,18,1019,1015,1012,31.0,24.0,14.0,14,6,,0.0,8.0,,129,RP
248,2013-09-06,31,23,14,17,14,12,88,54,24,1012,1011,1010,31.0,24.0,10.0,18,8,,0.0,8.0,,189,RP
249,2013-09-07,24,21,17,18,17,14,94,74,53,1018,1017,1012,31.0,15.0,3.0,11,5,,3.05,6.0,Rain,58,RP
250,2013-09-08,22,19,16,18,16,13,96,80,57,1019,1018,1014,31.0,12.0,2.0,16,11,,0.0,7.0,Rain,246,RP
251,2013-09-09,21,17,13,14,10,6,96,63,29,1020,1019,1016,23.0,10.0,5.0,23,10,,0.25,4.0,Rain,241,RP
252,2013-09-10,17,14,12,13,8,6,89,64,41,1017,1015,1012,10.0,10.0,3.0,24,14,,0.0,5.0,Rain,250,RP
253,2013-09-11,17,13,9,12,10,8,94,79,59,1016,1014,1013,31.0,11.0,8.0,21,13,,0.25,7.0,Rain-Thunderstorm,215,RP
254,2013-09-12,18,14,11,13,11,9,97,78,49,1020,1016,1014,31.0,12.0,2.0,21,11,,1.02,6.0,Rain,287,RP
255,2013-09-13,19,16,12,12,11,9,94,74,48,1022,1021,1020,31.0,13.0,10.0,13,6,,0.0,7.0,Rain,238,RP
256,2013-09-14,18,15,12,17,14,12,100,90,81,1021,1015,1013,31.0,12.0,3.0,18,11,,6.1,7.0,Rain,190,RP
257,2013-09-15,17,15,13,14,13,11,100,81,61,1013,1011,1009,31.0,12.0,3.0,14,6,,0.25,7.0,Rain,353,RP
258,2013-09-16,16,13,10,13,11,7,94,85,59,1010,1005,1002,31.0,12.0,2.0,26,14,,6.1,7.0,Rain,214,RP
259,2013-09-17,16,11,7,9,7,6,97,75,48,1008,1007,1004,31.0,12.0,10.0,26,13,34.0,0.0,5.0,Rain,217,RP
260,2013-09-18,16,13,9,13,12,9,96,87,71,1007,1000,996,31.0,11.0,3.0,26,16,,14.99,7.0,Rain,248,RP
261,2013-09-19,17,12,7,11,8,5,94,73,38,1015,1014,1007,31.0,16.0,8.0,21,10,,0.0,7.0,Rain,219,RP
262,2013-09-20,17,14,11,13,12,10,95,82,66,1022,1017,1014,31.0,13.0,5.0,19,11,,0.0,7.0,Rain,223,RP
263,2013-09-21,19,13,7,11,9,7,100,71,43,1028,1027,1023,31.0,14.0,10.0,8,3,,0.0,3.0,Fog,45,RP
264,2013-09-22,21,13,7,13,11,7,100,74,42,1029,1028,1027,31.0,13.0,5.0,11,5,,0.0,6.0,,25,RP
265,2013-09-23,21,16,11,14,12,10,94,72,43,1028,1025,1022,31.0,14.0,9.0,14,5,,0.0,5.0,,11,RP
266,2013-09-24,22,14,8,13,11,8,100,73,41,1023,1017,1014,24.0,14.0,7.0,10,5,,0.0,4.0,,23,RP
267,2013-09-25,21,14,9,16,13,9,100,85,64,1014,1012,1010,23.0,7.0,0.0,11,5,,0.0,6.0,Fog,193,RP
268,2013-09-26,20,17,13,16,13,11,97,75,44,1017,1014,1012,21.0,11.0,6.0,16,8,,0.0,7.0,Rain,353,RP
269,2013-09-27,19,14,10,11,9,8,89,68,42,1017,1016,1015,31.0,16.0,10.0,14,8,,0.0,4.0,,346,RP
270,2013-09-28,21,14,8,12,9,7,87,66,44,1015,1012,1010,31.0,16.0,10.0,16,8,,0.0,5.0,,14,RP
271,2013-09-29,18,16,12,8,6,4,72,49,35,1010,1009,1007,29.0,29.0,29.0,21,11,,0.0,8.0,Rain,63,RP
272,2013-09-30,14,12,9,9,6,4,81,61,43,1010,1009,1008,31.0,15.0,10.0,14,10,,0.0,7.0,,73,RP
273,2013-10-01,18,13,7,8,7,3,93,63,38,1015,1012,1010,27.0,16.0,10.0,14,6,,0.0,6.0,,58,RP
274,2013-10-02,17,11,6,5,4,1,93,55,31,1021,1019,1015,31.0,22.0,13.0,26,11,,0.0,,,113,RP
275,2013-10-03,17,11,4,6,3,0,81,49,32,1022,1020,1019,31.0,31.0,31.0,32,11,,0.0,8.0,,119,RP
276,2013-10-04,16,13,9,12,9,4,94,74,52,1021,1019,1017,19.0,13.0,5.0,10,5,,0.0,7.0,Rain,118,RP
277,2013-10-05,12,11,11,12,11,10,100,94,88,1021,1017,1015,14.0,7.0,2.0,11,6,,0.0,8.0,Rain,345,RP
278,2013-10-06,14,12,11,13,12,11,100,92,86,1026,1024,1021,26.0,9.0,2.0,11,6,,0.0,8.0,Rain,355,RP
279,2013-10-07,18,16,12,13,12,11,100,83,54,1027,1026,1024,31.0,10.0,5.0,11,5,,0.0,7.0,Rain,12,RP
280,2013-10-08,17,12,7,12,9,7,100,76,50,1026,1025,1024,23.0,10.0,5.0,11,5,,0.0,6.0,,2,RP
281,2013-10-09,17,14,12,12,12,10,94,81,60,1025,1020,1014,19.0,10.0,5.0,18,6,,4.06,8.0,Rain,181,RP
282,2013-10-10,12,10,7,12,7,3,100,78,49,1013,1009,1007,24.0,10.0,3.0,23,13,,1.02,5.0,Rain,267,RP
283,2013-10-11,9,7,5,7,6,4,100,85,72,1017,1014,1012,31.0,14.0,6.0,14,6,,1.02,6.0,Rain,45,RP
284,2013-10-12,7,4,1,5,4,1,100,86,76,1020,1018,1017,14.0,9.0,2.0,14,8,,0.0,6.0,Rain,306,RP
285,2013-10-13,12,8,3,6,5,3,93,75,53,1021,1020,1018,31.0,10.0,5.0,18,11,,0.0,6.0,,160,RP
286,2013-10-14,14,9,4,12,10,3,100,91,69,1019,1017,1014,31.0,12.0,6.0,21,8,,2.03,7.0,Rain,160,RP
287,2013-10-15,13,12,11,12,11,8,100,88,77,1014,1011,1009,31.0,12.0,3.0,21,13,,0.0,6.0,Rain,198,RP
288,2013-10-16,14,11,8,9,8,6,94,76,50,1016,1015,1010,31.0,13.0,6.0,16,8,,0.0,6.0,Rain,225,RP
289,2013-10-17,16,12,9,11,9,8,92,74,56,1018,1017,1013,31.0,12.0,10.0,26,13,,0.0,6.0,Rain,216,RP
290,2013-10-18,18,13,9,12,10,8,100,80,50,1020,1019,1018,31.0,13.0,8.0,18,6,,0.0,3.0,Rain,116,RP
291,2013-10-19,19,12,6,13,9,5,100,72,54,1018,1014,1013,31.0,26.0,14.0,18,11,,0.25,8.0,Rain,169,RP
292,2013-10-20,16,14,12,16,14,12,100,93,80,1017,1016,1015,31.0,13.0,2.0,21,11,,7.11,7.0,Rain,170,RP
293,2013-10-21,18,16,13,14,13,12,95,82,67,1018,1017,1016,31.0,16.0,10.0,21,11,,0.0,6.0,Rain,170,RP
294,2013-10-22,23,17,12,14,13,12,95,72,41,1015,1010,1006,31.0,30.0,27.0,18,10,,0.0,8.0,,167,RP
295,2013-10-23,16,14,13,15,13,12,94,86,77,1014,1010,1007,29.0,12.0,10.0,26,11,,3.05,5.0,Rain,194,RP
296,2013-10-24,19,14,10,13,11,9,96,82,59,1021,1018,1015,31.0,14.0,10.0,14,10,,0.0,4.0,,173,RP
297,2013-10-25,17,12,7,13,11,7,100,87,68,1019,1016,1015,31.0,19.0,10.0,14,6,,0.0,8.0,Rain,164,RP
298,2013-10-26,22,17,12,14,13,12,84,70,50,1017,1015,1014,31.0,24.0,10.0,18,13,,0.25,8.0,Rain,173,RP
299,2013-10-27,19,16,13,14,12,8,93,75,58,1014,1011,1009,31.0,12.0,6.0,34,18,47.0,0.51,6.0,Rain,207,RP
300,2013-10-28,19,16,12,12,10,8,92,61,43,1012,1006,1004,23.0,11.0,10.0,37,21,60.0,0.0,7.0,Rain,208,RP
301,2013-10-29,15,11,7,9,7,3,90,65,39,1020,1016,1011,27.0,11.0,10.0,21,13,,0.0,3.0,Rain,216,RP
302,2013-10-30,13,8,3,7,4,3,100,76,44,1028,1025,1021,31.0,16.0,10.0,14,6,,0.0,2.0,,223,RP
303,2013-10-31,13,7,0,6,3,0,100,79,44,1029,1025,1023,31.0,17.0,8.0,14,5,,0.0,1.0,,163,RP
304,2013-11-01,11,8,4,8,6,4,93,80,64,1023,1019,1013,23.0,13.0,5.0,18,11,,1.02,7.0,Rain,172,RP
305,2013-11-02,16,12,8,13,12,8,97,87,72,1012,1007,1005,31.0,9.0,2.0,29,14,,0.0,7.0,Rain,207,RP
306,2013-11-03,12,10,7,11,6,4,88,71,53,1011,1008,1004,31.0,11.0,10.0,29,18,50.0,2.03,6.0,Rain,221,RP
307,2013-11-04,13,10,7,9,7,4,88,76,64,1007,994,990,14.0,10.0,10.0,35,21,52.0,0.0,7.0,Rain,204,RP
308,2013-11-05,11,6,2,6,3,0,96,75,46,1004,1000,996,31.0,13.0,10.0,29,13,45.0,2.03,5.0,Rain,202,RP
309,2013-11-06,15,11,6,12,9,4,100,81,67,1009,1005,998,23.0,10.0,3.0,26,14,,1.02,7.0,Rain,217,RP
310,2013-11-07,16,14,12,13,12,10,94,82,71,1012,1011,1009,19.0,10.0,2.0,23,16,,0.25,7.0,Rain,206,RP
311,2013-11-08,13,12,11,12,11,9,100,90,68,1012,1009,1007,27.0,11.0,6.0,26,13,,3.05,7.0,Rain,189,RP
312,2013-11-09,13,9,6,10,4,2,83,64,44,1016,1013,1008,10.0,10.0,10.0,21,13,,0.0,6.0,Rain,210,RP
313,2013-11-10,8,6,4,6,5,3,93,85,69,1023,1008,1003,31.0,13.0,3.0,26,14,40.0,7.11,7.0,Rain,326,RP
314,2013-11-11,9,5,0,5,3,-1,99,82,54,1032,1030,1024,26.0,12.0,6.0,8,5,,0.0,3.0,Fog-Rain,79,RP
315,2013-11-12,9,3,-2,4,2,-3,100,83,51,1031,1027,1025,31.0,10.0,0.0,11,5,,0.0,4.0,Fog-Rain,172,RP
316,2013-11-13,9,6,2,7,4,1,100,87,66,1033,1031,1028,31.0,9.0,2.0,11,6,,0.0,7.0,Rain,60,RP
317,2013-11-14,6,2,-1,4,3,-1,100,88,76,1028,1022,1020,14.0,9.0,5.0,11,5,,0.0,8.0,,149,RP
318,2013-11-15,7,6,3,3,1,0,92,71,52,1030,1026,1021,19.0,11.0,8.0,21,11,,0.0,6.0,Rain,44,RP
319,2013-11-16,7,6,5,3,2,1,87,73,62,1032,1030,1028,11.0,9.0,8.0,18,10,,0.0,8.0,,37,RP
320,2013-11-17,7,6,5,4,3,3,87,79,71,1028,1023,1020,10.0,9.0,7.0,14,10,,0.0,8.0,,18,RP
321,2013-11-18,8,5,2,4,3,1,100,81,61,1019,1012,1010,18.0,10.0,5.0,14,6,,0.0,7.0,,178,RP
322,2013-11-19,6,3,1,6,4,2,100,92,87,1009,1006,1005,10.0,5.0,1.0,19,6,,3.05,7.0,Rain,320,RP
323,2013-11-20,6,4,3,5,3,1,96,85,65,1007,1005,1002,26.0,10.0,4.0,21,11,,1.02,7.0,Rain,320,RP
324,2013-11-21,6,4,2,3,2,0,93,82,71,1003,1000,998,31.0,13.0,6.0,14,10,,0.0,7.0,Rain,15,RP
325,2013-11-22,6,4,3,3,2,1,93,83,70,1011,1006,1002,31.0,14.0,5.0,24,14,,2.03,7.0,Rain,3,RP
326,2013-11-23,8,6,4,4,3,2,87,77,61,1016,1014,1012,31.0,18.0,10.0,21,13,,0.0,7.0,Rain,180,RP
327,2013-11-24,8,6,1,4,2,-3,87,70,45,1026,1021,1017,31.0,15.0,10.0,24,16,,0.51,6.0,Rain,354,RP
328,2013-11-25,5,0,-4,1,-2,-6,93,76,36,1031,1029,1027,31.0,11.0,5.0,14,6,,1.02,7.0,Rain-Snow,348,RP
329,2013-11-26,3,-1,-4,0,-2,-4,100,84,60,1035,1034,1032,26.0,10.0,5.0,13,8,,0.0,1.0,,3,RP
330,2013-11-27,1,-3,-6,-2,-4,-6,100,91,74,1036,1035,1034,10.0,5.0,0.0,11,5,,0.0,6.0,Fog,5,RP
331,2013-11-28,1,-1,-3,1,-1,-3,100,92,80,1036,1033,1031,10.0,5.0,2.0,11,6,,0.25,8.0,Fog-Rain,152,RP
332,2013-11-29,6,3,1,4,2,1,95,88,80,1033,1025,1015,19.0,6.0,2.0,23,11,,0.0,8.0,Rain,188,RP
333,2013-11-30,5,2,-1,4,2,0,100,91,81,1027,1021,1016,27.0,10.0,1.0,14,6,,0.0,7.0,Fog-Rain,160,RP
334,2013-12-01,6,3,0,5,3,1,100,90,74,1032,1030,1028,16.0,8.0,2.0,10,3,,0.0,7.0,Fog,40,RP
335,2013-12-02,9,6,3,4,2,-1,92,71,45,1034,1032,1031,31.0,13.0,6.0,23,8,,0.0,6.0,,61,RP
336,2013-12-03,4,0,-4,0,-1,-5,100,88,61,1032,1030,1029,26.0,9.0,2.0,14,8,,0.0,7.0,,202,RP
337,2013-12-04,4,2,0,3,1,-1,100,86,74,1030,1028,1027,10.0,6.0,2.0,14,10,,1.02,8.0,Rain,212,RP
338,2013-12-05,7,4,2,3,2,1,100,82,55,1031,1023,1016,31.0,9.0,2.0,32,13,52.0,0.0,7.0,Rain,219,RP
339,2013-12-06,6,4,3,2,-3,-6,75,54,33,1026,1022,1018,31.0,11.0,10.0,29,21,48.0,0.0,5.0,Rain-Snow,268,RP
340,2013-12-07,5,3,2,3,1,-4,93,80,46,1030,1028,1027,29.0,11.0,6.0,18,11,,0.51,8.0,Rain,196,RP
341,2013-12-08,8,6,3,5,4,3,92,82,68,1030,1028,1028,31.0,12.0,5.0,14,11,,0.0,7.0,Rain,205,RP
342,2013-12-09,9,6,2,3,2,0,93,76,62,1033,1031,1030,,,,13,8,,0.0,,,175,RP
343,2013-12-10,8,3,-2,3,1,-2,100,85,60,1036,1035,1035,16.0,7.0,2.0,11,3,,0.0,0.0,Fog,335,RP
344,2013-12-11,5,2,-1,4,3,-1,100,91,82,1037,1035,1034,18.0,8.0,0.0,8,3,,0.0,8.0,Fog-Rain,73,RP
345,2013-12-12,3,2,2,3,2,1,95,86,81,1034,1032,1030,14.0,8.0,2.0,14,6,,0.0,8.0,Fog,171,RP
346,2013-12-13,1,0,-1,2,0,-1,100,95,92,1031,1028,1026,8.0,2.0,0.0,13,8,,0.0,8.0,Fog,203,RP
347,2013-12-14,4,2,-1,4,2,-1,100,95,92,1034,1030,1027,14.0,5.0,0.0,18,11,,6.1,7.0,Fog-Rain,176,RP
348,2013-12-15,6,3,0,3,1,-1,97,81,62,1035,1032,1031,31.0,17.0,3.0,26,14,,0.0,8.0,,164,RP
349,2013-12-16,8,3,-2,1,-1,-3,90,69,45,1032,1030,1028,31.0,22.0,14.0,18,11,,0.0,8.0,,180,RP
350,2013-12-17,9,3,-3,2,-1,-3,100,76,43,1029,1027,1025,31.0,19.0,6.0,14,6,,0.0,,,169,RP
351,2013-12-18,8,2,-3,2,0,-3,94,70,52,1026,1022,1016,27.0,16.0,3.0,18,10,,0.0,7.0,Rain,165,RP
352,2013-12-19,9,4,1,7,5,0,96,85,62,1015,1011,1009,27.0,13.0,6.0,26,14,,4.06,7.0,Rain,183,RP
353,2013-12-20,7,4,1,6,3,0,100,90,69,1034,1026,1015,31.0,10.0,2.0,14,6,,0.0,5.0,Fog-Rain,200,RP
354,2013-12-21,4,1,-2,2,1,-2,100,94,82,1034,1031,1026,14.0,6.0,0.0,21,13,,0.0,8.0,Fog,171,RP
355,2013-12-22,11,6,1,7,6,3,84,73,58,1025,1021,1019,23.0,12.0,10.0,32,18,,0.25,7.0,Rain,206,RP
356,2013-12-23,12,9,7,8,6,4,88,76,62,1022,1017,1009,31.0,11.0,3.0,26,14,,0.0,5.0,Rain,179,RP
357,2013-12-24,13,10,7,4,3,2,76,51,37,1010,1002,995,,,,26,18,,0.0,8.0,Rain,0,RP
358,2013-12-25,10,8,6,9,6,2,100,85,34,996,994,992,31.0,16.0,5.0,21,13,,9.91,8.0,Rain,186,RP
359,2013-12-26,7,6,5,6,6,4,100,91,82,1007,997,993,31.0,11.0,2.0,14,8,,5.08,8.0,Rain,277,RP
360,2013-12-27,8,4,2,4,2,0,95,72,52,1009,1007,1005,31.0,15.0,8.0,21,14,,0.0,7.0,,168,RP
361,2013-12-28,9,8,6,7,6,2,94,80,60,1008,1004,1002,29.0,12.0,8.0,26,16,,4.06,7.0,Rain,184,RP
362,2013-12-29,8,6,3,5,3,2,92,79,66,1027,1018,1008,23.0,11.0,10.0,26,16,,1.02,7.0,Rain,220,RP
363,2013-12-30,7,2,-2,3,1,-3,100,82,60,1029,1027,1024,31.0,12.0,5.0,18,10,,0.0,3.0,,167,RP
364,2013-12-31,6,2,-1,1,0,-2,93,77,53,1025,1020,1015,23.0,15.0,6.0,11,8,,0.0,8.0,,170,RP
365,2014-01-01,9,5,1,5,2,-1,84,72,64,1016,1013,1008,31.0,15.0,3.0,21,14,,0.0,8.0,Rain,-1,RP
366,2014-01-02,10,8,5,7,6,3,100,84,57,1011,1007,1004,26.0,12.0,10.0,29,14,,1.02,6.0,Rain,172,RP
367,2014-01-03,11,7,4,8,6,3,93,81,63,1013,1010,1009,31.0,11.0,10.0,29,14,39.0,0.0,5.0,Rain,185,RP
368,2014-01-04,8,6,3,7,5,2,97,87,64,1015,1006,1000,29.0,12.0,6.0,26,11,,1.02,7.0,Rain,163,RP
369,2014-01-05,8,4,2,6,3,0,95,78,48,1015,1010,1000,31.0,13.0,5.0,19,11,,0.0,6.0,Rain,216,RP
370,2014-01-06,9,5,1,7,3,0,89,69,52,1015,1013,1011,31.0,14.0,10.0,21,14,,0.25,8.0,Rain,171,RP
371,2014-01-07,13,9,4,8,6,4,88,74,59,1019,1017,1013,31.0,14.0,10.0,18,10,,0.0,6.0,Rain,165,RP
372,2014-01-08,14,10,6,9,8,6,100,82,57,1023,1020,1018,31.0,15.0,3.0,18,11,,0.0,6.0,Rain,177,RP
373,2014-01-09,14,10,6,7,6,4,96,71,49,1019,1012,1009,29.0,17.0,10.0,29,14,50.0,0.0,8.0,Rain,194,RP
374,2014-01-10,9,6,2,4,3,1,93,77,53,1021,1019,1016,31.0,14.0,10.0,18,10,,0.0,4.0,,203,RP
375,2014-01-11,7,2,-2,5,2,-2,100,92,79,1025,1019,1017,27.0,11.0,3.0,14,6,,0.25,6.0,Rain,188,RP
376,2014-01-12,6,1,-4,3,-1,-4,100,87,61,1028,1024,1020,27.0,8.0,0.0,11,3,,0.0,5.0,Fog,80,RP
377,2014-01-13,6,1,-4,5,3,-2,100,95,85,1019,1015,1012,10.0,5.0,0.0,18,11,,6.1,7.0,Fog-Rain,157,RP
378,2014-01-14,6,4,3,6,4,2,100,94,83,1011,1008,1006,13.0,7.0,2.0,11,5,,0.25,7.0,Fog-Rain,208,RP
379,2014-01-15,6,3,1,3,2,-1,99,80,61,1014,1012,1009,31.0,14.0,6.0,18,10,,0.0,6.0,Rain,175,RP
380,2014-01-16,9,7,4,7,4,2,95,84,68,1009,1005,1002,31.0,13.0,6.0,18,10,,2.03,7.0,Rain,188,RP
381,2014-01-17,10,7,2,6,3,1,88,76,56,1006,1004,1003,31.0,13.0,10.0,19,13,,0.0,7.0,,165,RP
382,2014-01-18,6,2,-2,3,1,-2,100,86,68,1006,1003,1001,31.0,13.0,3.0,11,5,,0.0,5.0,,11,RP
383,2014-01-19,6,2,-2,3,1,-2,100,90,74,1002,1001,1000,13.0,8.0,3.0,11,6,,0.0,4.0,,332,RP
384,2014-01-20,5,2,-1,4,3,-1,100,92,82,1008,1004,1001,18.0,7.0,2.0,11,6,,0.0,8.0,Rain,326,RP
385,2014-01-21,4,3,3,3,2,1,97,89,79,1014,1012,1008,18.0,8.0,3.0,11,5,,0.76,8.0,Rain,343,RP
386,2014-01-22,5,4,3,4,4,3,100,94,83,1015,1013,1012,6.0,5.0,3.0,10,3,,0.0,8.0,Rain,59,RP
387,2014-01-23,6,4,3,4,3,2,96,89,80,1017,1015,1012,14.0,9.0,3.0,18,8,,1.02,7.0,Rain,186,RP
388,2014-01-24,4,3,3,4,2,1,93,83,73,1019,1015,1010,31.0,12.0,6.0,21,14,,4.06,7.0,Rain,301,RP
389,2014-01-25,4,1,-1,2,1,-1,100,86,66,1021,1019,1012,14.0,8.0,3.0,18,6,,2.03,6.0,Rain,135,RP
390,2014-01-26,7,4,1,2,-1,-2,92,63,42,1013,1009,998,23.0,10.0,6.0,24,16,,2.03,7.0,Rain-Snow,229,RP
391,2014-01-27,6,4,2,3,1,-1,92,75,57,1001,999,995,31.0,11.0,10.0,29,16,,0.0,5.0,Rain,204,RP
392,2014-01-28,8,3,-1,2,0,-2,93,71,41,1003,1001,999,31.0,14.0,10.0,18,13,,0.0,4.0,Rain,143,RP
393,2014-01-29,4,1,-2,-2,-3,-3,87,71,55,1005,1002,1000,19.0,12.0,10.0,21,11,,0.0,6.0,,110,RP
394,2014-01-30,5,1,-3,-2,-3,-5,93,70,46,1008,1007,1006,10.0,7.0,5.0,11,5,,0.0,8.0,,10,RP
395,2014-01-31,5,1,-3,0,-2,-4,94,78,55,1012,1010,1008,8.0,6.0,3.0,14,6,,0.0,4.0,Rain-Snow,162,RP
396,2014-02-01,8,2,-3,4,1,-3,95,74,54,1009,1005,1002,27.0,11.0,3.0,18,11,,0.0,7.0,Rain,188,RP
397,2014-02-02,8,4,1,5,3,0,100,88,71,1019,1015,1009,31.0,9.0,2.0,14,8,,0.0,6.0,Rain,192,RP
398,2014-02-03,6,2,-1,3,1,-2,100,82,66,1019,1012,1009,27.0,10.0,5.0,19,8,,0.0,7.0,,107,RP
399,2014-02-04,7,3,-1,3,1,-2,94,80,63,1013,1011,1009,19.0,10.0,6.0,14,6,,0.0,6.0,Rain,161,RP
400,2014-02-05,5,1,-3,3,1,-3,100,92,83,1008,1003,1000,14.0,6.0,0.0,19,6,,3.05,5.0,Fog-Rain,159,RP
401,2014-02-06,11,6,1,4,2,0,91,64,38,1010,1006,1000,31.0,11.0,10.0,26,16,,0.0,5.0,Rain,175,RP
402,2014-02-07,11,8,4,6,2,-1,76,56,43,1008,1001,996,14.0,10.0,10.0,35,19,52.0,0.0,6.0,Rain,212,RP
403,2014-02-08,9,4,0,6,2,-2,90,70,45,1008,999,995,26.0,13.0,10.0,29,16,,0.51,7.0,Rain,174,RP
404,2014-02-09,10,6,2,3,1,-1,89,65,38,1003,1000,997,10.0,10.0,10.0,29,21,47.0,0.25,5.0,Rain,215,RP
405,2014-02-10,7,2,-2,3,0,-3,100,75,40,1002,996,993,27.0,13.0,10.0,29,8,,1.02,7.0,Rain,152,RP
406,2014-02-11,8,5,2,3,2,-1,88,74,55,1008,1006,1000,31.0,14.0,10.0,26,11,,0.0,7.0,Rain,192,RP
407,2014-02-12,9,5,1,2,1,-1,90,68,43,1013,1009,1004,31.0,14.0,10.0,26,11,,0.0,5.0,Rain,185,RP
408,2014-02-13,8,6,3,6,4,0,93,81,53,1005,999,991,23.0,10.0,6.0,26,16,,8.89,6.0,Rain,189,RP
409,2014-02-14,9,6,3,3,2,-1,81,67,51,1012,1008,1002,23.0,11.0,10.0,26,16,,0.25,6.0,Rain,170,RP
410,2014-02-15,10,8,6,9,6,3,90,78,63,1009,1004,1000,31.0,11.0,5.0,29,16,35.0,3.05,7.0,Rain,186,RP
411,2014-02-16,10,7,2,5,3,1,92,72,55,1015,1013,1010,31.0,11.0,10.0,29,19,37.0,0.25,5.0,Rain,210,RP
412,2014-02-17,12,6,0,4,2,-1,95,71,45,1018,1016,1014,31.0,18.0,10.0,14,10,,0.0,3.0,Rain,170,RP
413,2014-02-18,11,4,-2,4,1,-2,100,75,50,1019,1015,1013,31.0,23.0,11.0,11,5,,0.0,8.0,,189,RP
414,2014-02-19,13,8,3,7,4,2,96,73,42,1017,1015,1014,31.0,13.0,2.0,19,10,,0.0,6.0,Rain,221,RP
415,2014-02-20,13,8,3,6,4,2,100,72,42,1017,1013,1009,31.0,10.0,5.0,26,11,35.0,0.0,6.0,Rain,178,RP
416,2014-02-21,12,8,2,7,4,1,93,71,40,1015,1010,1007,31.0,13.0,10.0,42,14,63.0,0.0,5.0,Rain,230,RP
417,2014-02-22,10,5,0,5,2,0,94,75,48,1021,1017,1015,31.0,14.0,10.0,29,13,39.0,2.03,6.0,Rain,197,RP
418,2014-02-23,11,7,1,4,3,-1,100,72,45,1024,1023,1021,31.0,11.0,3.0,21,10,,0.0,6.0,Rain,161,RP
419,2014-02-24,14,6,-2,2,-1,-3,100,65,25,1021,1017,1015,31.0,22.0,10.0,18,8,,0.0,,,172,RP
420,2014-02-25,14,7,0,4,2,-1,92,60,35,1016,1014,1012,31.0,21.0,10.0,26,11,,0.0,7.0,Rain,174,RP
421,2014-02-26,12,8,4,8,6,3,99,79,54,1021,1016,1013,31.0,13.0,3.0,11,6,,3.05,7.0,Rain,219,RP
422,2014-02-27,11,8,4,7,3,0,100,76,49,1021,1017,1011,24.0,9.0,2.0,21,10,27.0,3.05,6.0,Rain,180,RP
423,2014-02-28,11,7,3,6,3,1,98,76,47,1011,1004,1000,24.0,11.0,10.0,21,13,,0.0,7.0,Rain,152,RP
424,2014-03-01,9,6,2,4,3,1,98,76,49,1004,1002,1001,27.0,14.0,10.0,11,6,,0.25,7.0,Rain,181,RP
425,2014-03-02,9,6,2,3,2,0,94,73,44,1007,1004,999,31.0,14.0,8.0,11,5,,0.0,6.0,,126,RP
426,2014-03-03,11,6,1,4,2,0,93,75,46,999,994,992,27.0,11.0,8.0,19,10,,0.0,7.0,Rain,176,RP
427,2014-03-04,13,7,0,4,2,-1,95,69,32,1010,1003,998,31.0,19.0,10.0,11,6,,0.0,6.0,,321,RP
428,2014-03-05,13,7,1,3,2,0,94,67,36,1026,1019,1010,31.0,15.0,10.0,14,6,,0.0,4.0,,337,RP
429,2014-03-06,13,6,-1,3,2,-1,100,70,41,1031,1029,1027,11.0,7.0,3.0,11,6,,0.0,2.0,,11,RP
430,2014-03-07,14,6,-2,3,1,-2,100,66,28,1029,1027,1025,11.0,6.0,3.0,6,5,,0.0,8.0,,280,RP
431,2014-03-08,17,8,-1,4,2,-1,100,59,24,1034,1032,1029,10.0,6.0,3.0,14,6,,0.0,1.0,,127,RP
432,2014-03-09,20,10,-1,4,1,-2,93,48,18,1032,1030,1028,16.0,10.0,5.0,16,5,,0.0,,,55,RP
433,2014-03-10,18,9,1,3,1,-2,91,49,15,1028,1024,1022,23.0,12.0,6.0,19,8,,0.0,,,357,RP
434,2014-03-11,18,10,1,3,-1,-6,81,44,11,1030,1027,1024,26.0,15.0,10.0,23,8,,0.0,,,40,RP
435,2014-03-12,20,12,4,3,1,-1,76,43,15,1032,1030,1028,14.0,9.0,5.0,14,8,,0.0,1.0,,349,RP
436,2014-03-13,19,10,0,3,1,-1,92,53,16,1030,1028,1026,11.0,9.0,6.0,11,5,,0.0,,,32,RP
